sentence,tag,,,,,,,,,
"Anything herein to the contrary notwithstanding, Berkshire shall not have the right to utilize the Auriemma Identification except to the extent specifically authorized by this Agreement.",['prohibition'],,,,,,,,,
"Nothing herein shall grant Auriemma any rights to use any of Berkshire’s trademarks, names, services marks, logos or any copyrightable materials with Berkshire’s prior written consent.",['prohibition'],,,,,,,,,
"In consideration of the rights and benefits granted to Berkshire hereunder, Berkshire shall pay to Auriemma the sum of Four Hundred Eighty Thousand and 00/100 Dollars ($480,000.00), as set forth in Paragraph 4 (b)-(c) below.",['obligation'],,,,,,,,,
"Berkshire will make four (4) equal cash payments to Auriemma in the amount of Ninety Thousand and 00/100 Dollars ($90,000.00) on June 1, 2012, June 1, 2013, June 1, 2014, and June 1, 2015.",['obligation'],,,,,,,,,
"Berkshire will cause to be issued to Auriemma on June 1, 2012, June 1, 2013, June 1, 2014, and June 1, 2015, (each an “issuance date”) four (4) blocks of shares of unrestricted common stock of Berkshire’s parent corporation, Berkshire Hills Bancorp, Inc. (BHLB), each of which as of its respective issuance date shall have a value of Thirty Thousand and 00/100 Dollars ($30,000.00), based upon the closing price of BHLB common shares at the end of the last trading day immediately preceding the issuance date.",['obligation'],,,,,,,,,
"Auriemma may elect to have cash payments due Auriemma hereunder made by check, wire transfer, or bank transfer.",['permission'],,,,,,,,,
"Subject to Auriemma’s obligations as the head coach for the University of Connecticut women’s basketball team the United States Women’s Olympic basketball team, Auriemma shall make himself available for those appearances set forth on Schedule A.",['obligation'],,,,,,,,,
Berkshire shall reimburse Auriemma for all reasonable out-of-pocket expenses incurred by Auriemma in attending any requested appearances including any travel days.,['obligation'],,,,,,,,,
"Without limitation to the foregoing, Berkshire will reimburse Auriemma for his air travel expenses if necessary for Auriemma to be in attendance at a requested appearance.",['obligation'],,,,,,,,,
"In addition, if necessary Auriemma shall be provided with superior hotel suite accommodations and reimbursed for all reasonable dining expenses incurred while traveling to and attending any appearances or events.",['obligation'],,,,,,,,,
"Berkshire shall give Auriemma as much advanced notice as possible for any requested appearances, but in no event shall Berkshire give Auriemma less than fifteen (15) days’ notice of the time and place Berkshire desires Auriemma to appear.","['obligation', 'prohibition']",,,,,,,,,
"Berkshire shall use the Auriemma Identification only in such a form and manner as is specifically approved by Auriemma and, upon the reasonable request by Auriemma, shall use any reasonable legends, markings, and notices of trademark rights or registration reasonably specified by Auriemma, or any other notice of Auriemma’s ownership, including copyright.",['obligation'],,,,,,,,,
Berkshire and Auriemma agree that they will take all necessary steps during the Contract Period and thereafter to protect the Auriemma Identification in connection with the Endorsement Services.,['obligation'],,,,,,,,,
"Except as required by federal securities laws, or federal or state banking laws, each party agrees: (i) that it will not disclose to any third party or use any Confidential Information, as defined herein, disclosed to it by the other party except as expressly permitted in this Agreement; and (ii) that it will take all reasonable measures to maintain the confidentiality of all Confidential Information of the other party in its possession or control, which will in no event be less than the measures it uses to maintain the confidentiality of its own information of similar importance.","['prohibition', 'obligation']",,,,,,,,,
